Species2,Country2,Speciality2,Source2,Year2,Antifungals,MIC_Interpretation
Candida albicans,Portugal,Hematology/Oncology,Blood culture,2012,Voriconazole,Susceptible
Candida albicans,Portugal,Hematology/Oncology,Blood culture,2012,Fluconazole,Susceptible
Candida albicans,Portugal,Infectious Disease,Blood culture,2012,Anidulafungin,Susceptible
Candida albicans,Portugal,Infectious Disease,Blood culture,2012,Micafungin,Susceptible
Candida albicans,Portugal,Hematology/Oncology,Blood culture,2012,Caspofungin,Susceptible
Candida albicans,Portugal,Hematology/Oncology,Blood culture,2012,Voriconazole,Susceptible
Candida albicans,Portugal,Hematology/Oncology,Blood culture,2012,Fluconazole,Susceptible
Candida albicans,Portugal,Hematology/Oncology,Blood culture,2012,Anidulafungin,Susceptible
Candida albicans,Portugal,Hematology/Oncology,Blood culture,2012,Micafungin,Susceptible
Candida albicans,USA,Emergency,Blood culture,2012,Caspofungin,Susceptible
Candida albicans,USA,Emergency,Blood culture,2012,Voriconazole,Susceptible
Candida albicans,USA,Hematology/Oncology,Blood culture,2012,Fluconazole,Susceptible
Candida albicans,USA,Hematology/Oncology,Blood culture,2012,Anidulafungin,Susceptible
Candida albicans,USA,Hematology/Oncology,Blood culture,2012,Micafungin,Susceptible
Candida tropicalis,Italy,Surgery,Blood culture,2012,Caspofungin,Susceptible
Candida tropicalis,Italy,Surgery,Blood culture,2012,Voriconazole,Susceptible
Candida tropicalis,Italy,Surgery,Blood culture,2012,Fluconazole,Susceptible
Candida tropicalis,Italy,Neurosurgery,Blood culture,2012,Anidulafungin,Susceptible
Candida tropicalis,Italy,Neurosurgery,Blood culture,2012,Micafungin,Susceptible
Candida krusei,Italy,Internal Medicine,Blood culture,2012,Caspofungin,Susceptible
Candida krusei,Italy,Internal Medicine,Blood culture,2012,Voriconazole,Susceptible
Candida tropicalis,Italy,Internal Medicine,Blood culture,2012,Fluconazole,Susceptible
Candida krusei,Canada,Internal Medicine,Blood culture,2012,Anidulafungin,Susceptible
Candida krusei,Canada,Internal Medicine,Blood culture,2012,Micafungin,Susceptible
Candida tropicalis,France,Hematology/Oncology,Blood culture,2012,Caspofungin,Susceptible
Candida tropicalis,France,Hematology/Oncology,Blood culture,2012,Voriconazole,Susceptible
Candida glabrata,Italy,Internal Medicine,Catheter,2012,Anidulafungin,Susceptible
Candida glabrata,Italy,Internal Medicine,Catheter,2012,Fluconazole,Intermediate
Candida glabrata,Italy,Internal Medicine,Catheter,2012,Micafungin,Susceptible
Candida glabrata,Canada,Intensive Care Unit,Blood culture,2012,Caspofungin,Susceptible
Candida glabrata,Canada,Intensive Care Unit,Blood culture,2012,Anidulafungin,Susceptible
Candida glabrata,Canada,Intensive Care Unit,Blood culture,2012,Fluconazole,Intermediate
Candida glabrata,Canada,Intensive Care Unit,Blood culture,2012,Micafungin,Susceptible
Candida glabrata,Canada,Emergency,Blood culture,2012,Caspofungin,Susceptible
Candida glabrata,Canada,Pediatrics/Neonate,Blood culture,2012,Anidulafungin,Susceptible
Candida glabrata,Canada,Pediatrics/Neonate,Blood culture,2012,Fluconazole,Intermediate
Candida glabrata,Canada,Pediatrics/Neonate,Blood culture,2012,Micafungin,Susceptible
Candida glabrata,Canada,Hematology/Oncology,Blood culture,2012,Anidulafungin,Susceptible
Candida glabrata,Canada,Hematology/Oncology,Blood culture,2012,Fluconazole,Intermediate
Candida glabrata,Canada,Hematology/Oncology,Blood culture,2012,Micafungin,Susceptible
Candida glabrata,Canada,Cardiothoracic/Pulmonary,Blood culture,2012,Anidulafungin,Susceptible
Candida glabrata,Canada,Cardiothoracic/Pulmonary,Blood culture,2012,Fluconazole,Intermediate
Candida glabrata,Canada,Cardiothoracic/Pulmonary,Blood culture,2012,Micafungin,Susceptible
Candida glabrata,France,Intensive Care Unit,Blood culture,2012,Caspofungin,Susceptible
Candida glabrata,France,Hematology/Oncology,Blood culture,2012,Anidulafungin,Susceptible
Candida glabrata,France,Hematology/Oncology,Blood culture,2012,Fluconazole,Intermediate
Candida glabrata,France,Hematology/Oncology,Blood culture,2012,Micafungin,Susceptible
Candida glabrata,France,Unknown,Blood culture,2012,Caspofungin,Susceptible
Candida glabrata,Portugal,Infectious Disease,Blood culture,2012,Anidulafungin,Susceptible
Candida glabrata,Portugal,Infectious Disease,Blood culture,2012,Fluconazole,Intermediate
Candida glabrata,Portugal,Infectious Disease,Blood culture,2012,Micafungin,Susceptible
Candida glabrata,Portugal,Hematology/Oncology,Blood culture,2012,Caspofungin,Susceptible
Candida glabrata,USA,Hematology/Oncology,Blood culture,2012,Anidulafungin,Susceptible
Candida glabrata,USA,Hematology/Oncology,Blood culture,2012,Micafungin,Susceptible
Candida glabrata,USA,Hematology/Oncology,Blood culture,2012,Fluconazole,Resistant
Candida glabrata,USA,Emergency,Blood culture,2012,Anidulafungin,Susceptible
Candida glabrata,USA,Emergency,Blood culture,2012,Fluconazole,Intermediate
Candida glabrata,USA,Emergency,Blood culture,2012,Micafungin,Susceptible
Candida parapsilosis,Italy,Intensive Care Unit,Blood culture,2012,Caspofungin,Susceptible
Candida parapsilosis,Italy,Intensive Care Unit,Blood culture,2012,Voriconazole,Susceptible
Candida parapsilosis,Italy,Surgery,Blood culture,2012,Fluconazole,Susceptible
Candida parapsilosis,Italy,Intensive Care Unit,Blood culture,2012,Anidulafungin,Susceptible
Candida parapsilosis,Italy,Intensive Care Unit,Blood culture,2012,Micafungin,Susceptible
Candida albicans,Italy,Internal Medicine,Blood culture,2012,Caspofungin,Susceptible
Candida albicans,Italy,Internal Medicine,Blood culture,2012,Voriconazole,Susceptible
Candida parapsilosis,Italy,Intensive Care Unit,Blood culture,2012,Fluconazole,Susceptible
Candida parapsilosis,Italy,Surgery,Blood culture,2012,Anidulafungin,Susceptible
Candida parapsilosis,Italy,Surgery,Blood culture,2012,Micafungin,Susceptible
Candida parapsilosis,Italy,Intensive Care Unit,Catheter,2012,Caspofungin,Susceptible
Candida parapsilosis,Italy,Intensive Care Unit,Catheter,2012,Voriconazole,Susceptible
Candida parapsilosis,Italy,Surgery,Catheter,2012,Fluconazole,Susceptible
Candida parapsilosis,Italy,"Ear, Nose, Throat",Blood culture,2012,Anidulafungin,Susceptible
Candida parapsilosis,Italy,"Ear, Nose, Throat",Blood culture,2012,Micafungin,Susceptible
Candida parapsilosis,Italy,Pediatrics/Neonate,Catheter,2012,Caspofungin,Susceptible
Candida parapsilosis,Italy,Pediatrics/Neonate,Catheter,2012,Voriconazole,Susceptible
Candida parapsilosis,Italy,Intensive Care Unit,Catheter,2012,Fluconazole,Susceptible
Candida glabrata,Italy,Surgery,Catheter,2012,Caspofungin,Resistant
Candida glabrata,Italy,Surgery,Catheter,2012,Fluconazole,Intermediate
Candida parapsilosis,Italy,Intensive Care Unit,Catheter,2012,Caspofungin,Susceptible
Candida parapsilosis,Italy,Intensive Care Unit,Catheter,2012,Voriconazole,Susceptible
Candida parapsilosis,Canada,Intensive Care Unit,Blood culture,2012,Anidulafungin,Susceptible
Candida parapsilosis,Canada,Intensive Care Unit,Blood culture,2012,Micafungin,Susceptible
Candida parapsilosis,France,Orthopedics,Blood culture,2012,Caspofungin,Susceptible
Candida parapsilosis,France,Orthopedics,Blood culture,2012,Voriconazole,Susceptible
Candida parapsilosis,France,General/GI,Blood culture,2012,Fluconazole,Susceptible
Candida parapsilosis,France,Intensive Care Unit,Blood culture,2012,Micafungin,Susceptible
Candida parapsilosis,USA,Internal Medicine,Blood culture,2012,Fluconazole,Susceptible
Candida parapsilosis,USA,Emergency,Blood culture,2012,Caspofungin,Susceptible
Candida parapsilosis,USA,Emergency,Blood culture,2012,Voriconazole,Susceptible
Candida albicans,Sweden,Intensive Care Unit,Blood culture,2012,Fluconazole,Susceptible
Candida albicans,Sweden,Internal Medicine,Blood culture,2012,Anidulafungin,Susceptible
Candida albicans,Sweden,Internal Medicine,Blood culture,2012,Micafungin,Susceptible
Candida albicans,Sweden,Burn,Blood culture,2012,Caspofungin,Susceptible
Candida albicans,Sweden,Burn,Blood culture,2012,Voriconazole,Susceptible
Candida albicans,Sweden,Burn,Blood culture,2012,Anidulafungin,Susceptible
Candida albicans,Sweden,Burn,Blood culture,2012,Micafungin,Susceptible
Candida albicans,Sweden,Burn,Blood culture,2012,Caspofungin,Susceptible
Candida albicans,Sweden,Burn,Blood culture,2012,Voriconazole,Susceptible
Candida albicans,Sweden,Cardiothoracic/Pulmonary,Blood culture,2012,Fluconazole,Susceptible
Candida albicans,Sweden,General/GI,Blood culture,2012,Anidulafungin,Susceptible
Candida albicans,Sweden,General/GI,Blood culture,2012,Micafungin,Susceptible
Candida albicans,Sweden,Cardiothoracic/Pulmonary,Blood culture,2012,Caspofungin,Susceptible
Candida albicans,Sweden,Cardiothoracic/Pulmonary,Blood culture,2012,Voriconazole,Susceptible
Candida albicans,USA,Surgery,Other,2012,Fluconazole,Susceptible
Candida albicans,USA,Hematology/Oncology,Other,2012,Anidulafungin,Susceptible
Candida albicans,USA,Hematology/Oncology,Other,2012,Micafungin,Susceptible
Candida albicans,USA,Unknown,Peritoneal fluid,2012,Caspofungin,Susceptible
Candida albicans,USA,Unknown,Peritoneal fluid,2012,Voriconazole,Susceptible
Candida albicans,USA,Surgery,Ascitic fluid,2012,Fluconazole,Susceptible
Candida albicans,USA,Unknown,Other,2012,Anidulafungin,Susceptible
Candida albicans,USA,Unknown,Other,2012,Micafungin,Susceptible
Candida albicans,USA,Hematology/Oncology,GI tract/bowel,2012,Caspofungin,Susceptible
Candida albicans,USA,Hematology/Oncology,GI tract/bowel,2012,Voriconazole,Susceptible
Candida albicans,USA,Neurosurgery,Wound/Drainage/Ulcer,2012,Fluconazole,Susceptible
Candida albicans,USA,Intensive Care Unit,GI tract/bowel,2012,Anidulafungin,Susceptible
Candida albicans,USA,Intensive Care Unit,GI tract/bowel,2012,Micafungin,Susceptible
Candida albicans,USA,Hematology/Oncology,GI tract/bowel,2012,Caspofungin,Susceptible
Candida albicans,USA,Hematology/Oncology,GI tract/bowel,2012,Voriconazole,Susceptible
Candida albicans,USA,General/GI,Ascitic fluid,2012,Fluconazole,Susceptible
Candida albicans,Turkey,Internal Medicine,Blood culture,2012,Anidulafungin,Susceptible
Candida albicans,Turkey,Internal Medicine,Blood culture,2012,Micafungin,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2012,Caspofungin,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2012,Voriconazole,Susceptible
Candida albicans,Turkey,Internal Medicine,Blood culture,2012,Fluconazole,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2012,Anidulafungin,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2012,Micafungin,Susceptible
Candida albicans,Turkey,Hematology/Oncology,Blood culture,2012,Caspofungin,Susceptible
Candida albicans,Turkey,Hematology/Oncology,Blood culture,2012,Voriconazole,Susceptible
Candida albicans,Turkey,Internal Medicine,Blood culture,2012,Fluconazole,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2012,Anidulafungin,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2012,Micafungin,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2012,Caspofungin,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2012,Voriconazole,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2012,Fluconazole,Susceptible
Candida albicans,Turkey,Cardiothoracic/Pulmonary,Blood culture,2012,Anidulafungin,Susceptible
Candida albicans,Turkey,Cardiothoracic/Pulmonary,Blood culture,2012,Micafungin,Susceptible
Candida albicans,Turkey,Neurology,Blood culture,2012,Caspofungin,Susceptible
Candida albicans,Turkey,Neurology,Blood culture,2012,Voriconazole,Susceptible
Candida albicans,Turkey,Internal Medicine,Blood culture,2012,Fluconazole,Susceptible
Candida albicans,Turkey,Pediatrics/Neonate,Blood culture,2012,Anidulafungin,Susceptible
Candida albicans,Turkey,Pediatrics/Neonate,Blood culture,2012,Micafungin,Susceptible
Candida albicans,Turkey,General/GI,Blood culture,2012,Caspofungin,Susceptible
Candida albicans,Turkey,General/GI,Blood culture,2012,Voriconazole,Susceptible
Candida albicans,Turkey,Internal Medicine,Blood culture,2012,Fluconazole,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2012,Anidulafungin,Susceptible
Candida albicans,Turkey,Intensive Care Unit,Blood culture,2012,Micafungin,Susceptible
Candida albicans,Turkey,Pediatrics/Neonate,Blood culture,2012,Caspofungin,Susceptible
Candida albicans,Turkey,Pediatrics/Neonate,Blood culture,2012,Voriconazole,Susceptible
Candida albicans,Turkey,Orthopedics,Blood culture,2012,Fluconazole,Susceptible
Candida parapsilosis,Sweden,Burn,Blood culture,2012,Micafungin,Susceptible
Candida tropicalis,Sweden,Cardiothoracic/Pulmonary,Blood culture,2012,Caspofungin,Susceptible
Candida tropicalis,Sweden,Cardiothoracic/Pulmonary,Blood culture,2012,Voriconazole,Susceptible
Candida parapsilosis,Sweden,Burn,Blood culture,2012,Fluconazole,Susceptible
Candida krusei,Sweden,Hematology/Oncology,Blood culture,2012,Anidulafungin,Susceptible
Candida krusei,Sweden,Hematology/Oncology,Blood culture,2012,Micafungin,Susceptible
Candida parapsilosis,Sweden,Internal Medicine,Blood culture,2012,Caspofungin,Susceptible
Candida parapsilosis,Sweden,Internal Medicine,Blood culture,2012,Voriconazole,Susceptible
Candida tropicalis,USA,Pediatrics/Neonate,Ascitic fluid,2012,Caspofungin,Susceptible
Candida tropicalis,USA,Pediatrics/Neonate,Ascitic fluid,2012,Voriconazole,Susceptible
Candida tropicalis,USA,Surgery,Other,2012,Voriconazole,Intermediate
Candida tropicalis,USA,Unknown,Peritoneal fluid,2012,Anidulafungin,Susceptible
Candida tropicalis,USA,Unknown,Peritoneal fluid,2012,Micafungin,Susceptible
Candida parapsilosis,Turkey,General/GI,Blood culture,2012,Caspofungin,Susceptible
Candida parapsilosis,Turkey,General/GI,Blood culture,2012,Voriconazole,Susceptible
Candida tropicalis,Turkey,General/GI,Blood culture,2012,Fluconazole,Susceptible
Candida parapsilosis,Turkey,Pediatrics/Neonate,Blood culture,2012,Anidulafungin,Susceptible
Candida parapsilosis,Turkey,Pediatrics/Neonate,Blood culture,2012,Micafungin,Susceptible
Candida tropicalis,Turkey,Intensive Care Unit,Blood culture,2012,Caspofungin,Susceptible
Candida tropicalis,Turkey,Intensive Care Unit,Blood culture,2012,Voriconazole,Susceptible
Candida tropicalis,Turkey,General/GI,Blood culture,2012,Fluconazole,Susceptible
Candida tropicalis,Turkey,Intensive Care Unit,Blood culture,2012,Caspofungin,Susceptible
Candida tropicalis,Turkey,Intensive Care Unit,Blood culture,2012,Voriconazole,Susceptible
Candida parapsilosis,Turkey,Obstetrics/Gynecology,Blood culture,2012,Fluconazole,Susceptible
Candida parapsilosis,Turkey,Intensive Care Unit,Blood culture,2012,Anidulafungin,Susceptible
Candida parapsilosis,Turkey,Intensive Care Unit,Blood culture,2012,Fluconazole,Intermediate
Candida parapsilosis,Turkey,Intensive Care Unit,Blood culture,2012,Micafungin,Susceptible
Candida tropicalis,Turkey,Internal Medicine,Blood culture,2012,Caspofungin,Susceptible
Candida tropicalis,Turkey,Internal Medicine,Blood culture,2012,Voriconazole,Susceptible
Candida tropicalis,Turkey,Intensive Care Unit,Blood culture,2012,Fluconazole,Susceptible
Candida glabrata,Sweden,Neurology,Blood culture,2012,Anidulafungin,Susceptible
Candida glabrata,Sweden,Neurology,Blood culture,2012,Fluconazole,Intermediate
Candida glabrata,Sweden,Neurology,Blood culture,2012,Micafungin,Susceptible
Candida glabrata,Sweden,General/GI,Blood culture,2012,Caspofungin,Susceptible
Candida glabrata,Turkey,Obstetrics/Gynecology,Blood culture,2012,Anidulafungin,Susceptible
Candida glabrata,Turkey,Obstetrics/Gynecology,Blood culture,2012,Fluconazole,Intermediate
Candida glabrata,Turkey,Obstetrics/Gynecology,Blood culture,2012,Micafungin,Susceptible
Candida glabrata,Turkey,General/GI,Blood culture,2012,Caspofungin,Susceptible
Candida glabrata,Turkey,Intensive Care Unit,Blood culture,2012,Anidulafungin,Susceptible
Candida glabrata,Turkey,Intensive Care Unit,Blood culture,2012,Fluconazole,Intermediate
Candida glabrata,Turkey,Intensive Care Unit,Blood culture,2012,Micafungin,Susceptible
Candida glabrata,Turkey,Intensive Care Unit,Blood culture,2012,Caspofungin,Susceptible
Candida glabrata,Turkey,Intensive Care Unit,Blood culture,2012,Anidulafungin,Susceptible
Candida glabrata,Turkey,Intensive Care Unit,Blood culture,2012,Fluconazole,Intermediate
Candida glabrata,Turkey,Intensive Care Unit,Blood culture,2012,Micafungin,Susceptible
Aspergillus fumigatus,USA,General/GI,Sputum,2012,Voriconazole,Susceptible
Aspergillus fumigatus,USA,Pediatrics/Neonate,Sputum,2012,Voriconazole,Susceptible
Aspergillus fumigatus,USA,Family Practice,Sputum,2012,Voriconazole,Susceptible
Aspergillus fumigatus,USA,Family Practice,Sputum,2012,Voriconazole,Susceptible
Aspergillus fumigatus,Sweden,Internal Medicine,Invasive pulmonary,2012,Voriconazole,Susceptible
Candida albicans,Brazil,Internal Medicine,Catheter,2012,Anidulafungin,Susceptible
Candida albicans,Brazil,Internal Medicine,Catheter,2012,Micafungin,Susceptible
Candida albicans,Spain,Intensive Care Unit,Blood culture,2012,Caspofungin,Susceptible
